STT,type,tên giống loài,tuổi thọ trung bình,cân nặng trung bình,chiều cao trung bình,chiều dài trung bình,cách chăm,giá có giấy tờ,giá không giấy tờ,giá quốc tế,score_energy,score_space,score_grooming,score_kid_friendly,score_size,size_index
10,Dog,basset,10 năm - 12 năm ,18 – 29 kg,28 – 38 cm,75 – 95 cm,"Basset Hound là giống chó săn mùi có thân dài, chân ngắn và đôi tai rủ đặc trưng. Chúng vốn hiền lành, thân thiện và rất gắn bó với gia đình. Việc chăm sóc Basset không quá phức tạp nhưng đòi hỏi sự kiên nhẫn. Về vận động, Basset không cần chạy nhảy quá nhiều, chỉ cần dắt đi dạo đều đặn và cho tham gia các trò chơi đánh hơi là đã đủ để duy trì sức khỏe và sự linh hoạt. Tuy nhiên, do thân dài – chân ngắn, bạn cần hạn chế cho chúng leo cầu thang hoặc nhảy từ trên cao xuống vì dễ gây vấn đề về xương khớp và cột sống.  
  
Trong chế độ ăn uống, Basset Hound khá tham ăn, dễ bị béo phì nếu không kiểm soát khẩu phần. Nên cho ăn khẩu phần vừa đủ, giàu đạm từ thịt nạc, cá, trứng, kết hợp rau củ để hỗ trợ tiêu hóa. Hạn chế các loại thức ăn nhiều tinh bột, dầu mỡ, và nên chia nhỏ bữa thay vì cho ăn quá nhiều một lúc để tránh đầy hơi.  
  
Về chăm sóc sức khỏe, Basset dễ gặp các vấn đề về tai vì tai dài và rủ sát đất, rất dễ bám bụi và vi khuẩn. Chủ nuôi cần vệ sinh tai hằng tuần và giữ tai luôn khô thoáng để tránh viêm nhiễm. Ngoài ra, bạn cũng nên vệ sinh mắt thường xuyên vì Basset dễ bị chảy nước mắt và nhiễm trùng mắt.  
  
Tính cách của Basset Hound hiền lành, điềm tĩnh, yêu trẻ con và thường hòa đồng với các loài vật khác. Tuy nhiên, chúng khá bướng bỉnh trong huấn luyện do bản năng săn mùi mạnh, hay bị “xao nhãng” bởi mùi hương xung quanh. Do đó, việc huấn luyện cần kiên nhẫn, dùng phần thưởng để tạo động lực. Với dáng vẻ ngộ nghĩnh, đôi mắt buồn và tính cách thân thiện, Basset Hound rất phù hợp làm thú cưng trong gia đình.",20 – 35 triệu VNĐ,12 – 20 triệu VNĐ,1500 – 3000 USD,2,3,4,5,medium,1.0678650886677985
11,Dog,beagle,12 năm - 15 năm ,9 – 12 kg,33 – 40 cm,33 – 40 cm,"Beagle là giống chó săn mùi nhỏ gọn, năng động và cực kỳ tinh nghịch. Chúng có tính tò mò bẩm sinh, luôn muốn khám phá xung quanh và thường “cắm đầu” theo dấu vết mùi hương. Vì vậy, việc dắt Beagle đi dạo hằng ngày là bắt buộc, kèm theo các hoạt động thể chất như chạy nhảy, chơi ném bóng, kéo co để giải phóng năng lượng. Nếu bị nhốt quá lâu, Beagle dễ sinh buồn chán, dẫn đến cắn phá đồ đạc.  
  
Về chế độ ăn, Beagle khá tham ăn và dễ tăng cân. Bạn cần kiểm soát khẩu phần ăn, ưu tiên thực phẩm giàu protein từ thịt, cá, trứng, kèm theo rau củ và ngũ cốc nguyên hạt để hỗ trợ tiêu hóa. Nên chia nhỏ khẩu phần 2–3 bữa/ngày thay vì cho ăn quá nhiều một lần. Tránh cho ăn thức ăn nhiều dầu mỡ, xương nhỏ hoặc đồ ngọt.  
  
Trong chăm sóc sức khỏe, Beagle là giống chó khỏe mạnh, ít bệnh di truyền, nhưng có thể gặp các vấn đề về béo phì, viêm tai do tai dài và dễ bám bụi, cùng với bệnh về mắt (glaucoma, loạn sản võng mạc). Bạn nên vệ sinh tai định kỳ, lau mắt thường xuyên và cho đi kiểm tra thú y hằng năm.  
  
Về tính cách, Beagle thông minh, vui vẻ và hòa đồng với trẻ em cũng như các vật nuôi khác. Tuy nhiên, chúng có phần bướng bỉnh, khó huấn luyện do bản năng săn mùi mạnh khiến chúng dễ mất tập trung. Để huấn luyện hiệu quả, cần áp dụng phương pháp tích cực dựa trên phần thưởng (bánh thưởng, đồ chơi). Beagle rất thích có bạn đồng hành, vì vậy nếu gia đình bạn có nhiều người hoặc có nuôi thêm thú cưng khác, chúng sẽ sống hạnh phúc hơn.",15 – 25 triệu VNĐ,8 – 15 triệu VNĐ,1200 – 2500 USD,4,4,3,2,small,0.6151397262033341
12,Dog,bloodhound,10 năm - 12 năm ,36 – 50 kg,58 – 69 cm,95 – 110 cm,"Bloodhound được mệnh danh là “vua săn mùi” với khả năng đánh hơi tuyệt vời, thường được sử dụng trong công tác truy tìm tội phạm hoặc cứu hộ. Chúng là giống chó to lớn, cơ bắp khỏe mạnh, da chùng và có đôi tai dài rủ đặc trưng. Vì kích thước lớn và nhu cầu vận động cao, Bloodhound cần được đi dạo dài hoặc chạy bộ ít nhất 1 – 2 giờ mỗi ngày. Nếu không vận động đầy đủ, chúng dễ bị stress và phá phách.  
  
Về dinh dưỡng, Bloodhound cần khẩu phần ăn nhiều đạm và chất béo tốt từ thịt bò, gà, cá, trứng để duy trì cơ bắp và năng lượng. Kết hợp thêm rau củ, ngũ cốc nguyên hạt để hỗ trợ hệ tiêu hóa. Do giống chó này dễ bị đầy hơi (bloating), bạn nên chia nhỏ bữa ăn thay vì cho ăn quá nhiều một lúc, đồng thời hạn chế cho vận động mạnh ngay sau khi ăn.  
  
Chăm sóc sức khỏe cho Bloodhound cần đặc biệt chú ý đến tai và mắt. Đôi tai dài dễ tích tụ bụi bẩn và ẩm, dễ dẫn đến viêm tai nếu không vệ sinh thường xuyên. Mắt của chúng cũng dễ bị chảy nước mắt, viêm nhiễm, cần được lau rửa định kỳ. Ngoài ra, Bloodhound có nguy cơ mắc bệnh loạn sản xương hông và các vấn đề về khớp do trọng lượng lớn, vì vậy cần cho vận động điều độ và không để chúng béo phì.  
  
Về tính cách, Bloodhound hiền lành, thân thiện, thường hòa đồng với trẻ em và các loài vật khác. Tuy nhiên, chúng có tính độc lập cao, rất bướng bỉnh và thường chỉ tập trung vào mùi hương khi đã đánh hơi thấy. Điều này khiến việc huấn luyện Bloodhound khá khó khăn, đòi hỏi sự kiên nhẫn, nhất quán và phải áp dụng các phương pháp tích cực. Nếu được nuôi dưỡng đúng cách, Bloodhound sẽ trở thành người bạn đồng hành trung thành, vừa là thú cưng gia đình, vừa có thể hỗ trợ trong công việc tìm kiếm.",25 – 40 triệu VNĐ,15 – 25 triệu VNĐ,1800 – 3500 USD,5,5,3,5,large,1.7362695417989404
13,Dog,bluetick,11 năm - 12 năm,20 – 36 kg,51 – 69 cm,85 – 105 cm,"Bluetick Coonhound là giống chó săn mùi nổi tiếng ở Mỹ, đặc trưng với bộ lông loang xanh đen và sự dẻo dai trong săn bắn. Chúng tràn đầy năng lượng, cần vận động nhiều hơn mức trung bình so với các giống chó cảnh khác. Mỗi ngày, bạn nên cho Bluetick chạy bộ, đi dạo đường dài hoặc tham gia trò chơi đánh hơi ít nhất 1 – 2 giờ. Nếu không được giải phóng năng lượng, chúng có thể trở nên bồn chồn, hú hoặc cắn phá đồ đạc.  
  
Trong chế độ ăn, Bluetick cần khẩu phần giàu protein để duy trì sức mạnh cơ bắp, kết hợp rau củ và ngũ cốc nguyên hạt để hỗ trợ tiêu hóa. Do là giống chó săn, chúng dễ tăng cân nếu ăn nhiều nhưng ít vận động, vì vậy bạn nên kiểm soát khẩu phần và hạn chế thức ăn nhiều tinh bột hoặc chất béo. Ngoài ra, nên chia bữa ăn thành 2 – 3 lần trong ngày để giảm nguy cơ đầy hơi.  
  
Về chăm sóc sức khỏe, Bluetick nhìn chung khá khỏe mạnh nhưng dễ gặp một số vấn đề như viêm tai (do tai dài và rủ), béo phì và bệnh về xương khớp nếu không vận động đủ. Bạn nên vệ sinh tai hằng tuần, kiểm tra mắt thường xuyên và đưa đi khám thú y định kỳ để phòng bệnh di truyền.  
  
Về tính cách, Bluetick Coonhound thông minh, can đảm, trung thành và có bản năng săn mùi cực mạnh. Tuy nhiên, chúng cũng bướng bỉnh và độc lập, dễ bị “xao nhãng” bởi mùi hương xung quanh, nên việc huấn luyện cần sự kiên nhẫn và nhất quán. Đây là giống chó thích hú, sủa khi phát hiện mùi hoặc muốn giao tiếp, nên không quá phù hợp với môi trường căn hộ chật hẹp. Nếu bạn là người yêu thích vận động ngoài trời, thích đi dã ngoại hoặc chạy bộ, Bluetick Coonhound sẽ là người bạn đồng hành tuyệt vời.",18 – 30 triệu VNĐ,10 – 18 triệu VNĐ,1200 – 2500 USD,5,4,2,3,large,1.3816436043552804
14,Dog,black_and_tan_coonhound,10 năm - 12 năm ,29 – 41 kg,58 – 69 cm,90 – 105 cm,"Black and Tan Coonhound là giống chó săn Mỹ truyền thống, nổi bật với bộ lông đen tuyền có mảng nâu đỏ ở chân và mặt. Chúng sở hữu khứu giác cực kỳ nhạy bén, có thể lần theo dấu vết nhiều ngày, vì vậy nhu cầu vận động của chúng rất cao. Bạn nên cho chúng đi dạo dài, chạy bộ hoặc tham gia các trò chơi truy tìm mùi ít nhất 1 – 2 giờ/ngày. Nếu sống trong môi trường chật hẹp và ít vận động, chúng dễ trở nên buồn chán, hú hoặc cắn phá đồ đạc.  
  
Chế độ ăn của Black and Tan Coonhound cần giàu protein từ thịt nạc, cá, trứng, bổ sung rau củ và ngũ cốc nguyên hạt để cân bằng dinh dưỡng. Do có nguy cơ béo phì nếu ăn nhiều mà không vận động, bạn nên kiểm soát khẩu phần, chia thành 2 – 3 bữa/ngày và hạn chế thức ăn nhiều dầu mỡ.  
  
Về sức khỏe, đây là giống chó khỏe mạnh nhưng dễ gặp một số vấn đề như viêm tai (tai dài dễ ẩm và bám bụi), loạn sản xương hông, bệnh về mắt và béo phì. Việc vệ sinh tai hằng tuần, kiểm tra mắt thường xuyên và cho đi khám thú y định kỳ là cần thiết để phòng ngừa.  
  
Tính cách của Black and Tan Coonhound khá hiền lành, trung thành, thân thiện với trẻ em và thường hòa đồng với vật nuôi khác. Tuy nhiên, chúng có bản năng săn mùi mạnh, thường hú hoặc sủa khi đánh hơi thấy điều gì đó, nên không quá phù hợp với môi trường căn hộ yên tĩnh. Trong huấn luyện, chúng hơi bướng bỉnh và độc lập, nên cần phương pháp kiên nhẫn, dùng phần thưởng để khuyến khích. Nếu được chăm sóc đúng cách, đây là người bạn đồng hành lý tưởng cho những ai yêu thích dã ngoại, đi săn hay vận động ngoài trời.",18 – 30 triệu VNĐ,10 – 18 triệu VNĐ,1200 – 2500 USD,1,1,3,2,large,1.5550518201810033
15,Dog,walker_hound,12 năm - 13 năm ,20 – 32 kg,49 – 69 cm,85 – 105 cm,"Treeing Walker Coonhound, thường được gọi ngắn gọn là Walker Hound, là giống chó săn Mỹ rất nổi tiếng với khả năng truy dấu nhanh và dai sức. Chúng thường được nuôi để săn thú nhỏ như sóc, gấu mèo và thậm chí cả hươu. Đặc điểm nổi bật của Walker Hound là sự nhanh nhẹn, sức bền và bản năng săn mồi mạnh mẽ. Vì thế, việc chăm sóc chúng đòi hỏi một chế độ vận động dày đặc: mỗi ngày cần ít nhất 1 – 2 giờ chạy bộ, đi dạo dài hoặc tham gia các trò chơi đánh hơi. Nếu bị nhốt trong nhà quá lâu, chúng dễ trở nên bồn chồn, hú, hoặc phá phách.  
  
Trong chế độ ăn, Walker Hound cần nhiều protein để duy trì cơ bắp, kết hợp chất béo tốt để cung cấp năng lượng cho hoạt động săn mồi. Khẩu phần nên gồm thịt gà, bò, cá, trứng, kết hợp rau củ và ngũ cốc nguyên hạt để cân bằng dinh dưỡng. Do có nguy cơ đầy hơi (bloating), bạn nên chia bữa thành 2 – 3 lần/ngày thay vì cho ăn một bữa lớn.  
  
Về sức khỏe, Walker Hound nhìn chung khỏe mạnh, ít bệnh di truyền nặng. Tuy vậy, chúng có thể gặp một số vấn đề thường thấy ở chó săn mùi như viêm tai (tai dài dễ bẩn và ẩm), bệnh về khớp do vận động nhiều, và béo phì nếu không kiểm soát khẩu phần. Bạn nên vệ sinh tai hằng tuần, kiểm tra mắt định kỳ và duy trì cân nặng ổn định để giảm áp lực lên khớp.  
  
Về tính cách, Walker Hound thông minh, trung thành, thân thiện với gia đình và thường hòa đồng với trẻ em. Tuy nhiên, chúng có tính độc lập cao và bản năng săn mùi rất mạnh, đôi khi khiến chúng “phớt lờ” lệnh gọi khi đang theo dấu vết. Việc huấn luyện đòi hỏi kiên nhẫn, dùng phần thưởng tích cực và bắt đầu từ khi còn nhỏ. Do hay hú và sủa lớn khi đánh hơi thấy dấu vết, Walker Hound không thực sự phù hợp với môi trường căn hộ đông đúc. Ngược lại, chúng sẽ là bạn đồng hành tuyệt vời cho những ai yêu thích không gian rộng rãi và các hoạt động ngoài trời.",15 – 25 triệu VNĐ,8 – 15 triệu VNĐ,1000 – 2000 USD,5,5,2,4,large,1.3353097036229835
16,Dog,english_foxhound,10 năm - 13 năm ,29 – 34 kg,58 – 64 cm,90 – 105 cm,"English Foxhound là giống chó săn truyền thống của Anh, nổi tiếng với sức bền phi thường, thường được dùng để săn cáo theo bầy đàn. Chúng có thân hình săn chắc, tính cách mạnh mẽ và nguồn năng lượng dồi dào, vì vậy chăm sóc giống chó này đòi hỏi môi trường rộng rãi và nhiều hoạt động thể chất. Chủ nuôi nên cho chúng chạy bộ, đi dạo đường dài hoặc chơi các trò chơi vận động ít nhất 2 giờ/ngày. Nếu nuôi trong căn hộ chật hẹp, English Foxhound dễ bị stress, hú, hoặc có hành vi phá phách.  
  
Trong chế độ ăn, chúng cần khẩu phần giàu protein từ thịt gà, bò, cá, kèm theo rau củ và ngũ cốc nguyên hạt để duy trì sức khỏe và sức bền. Do bản tính săn mồi, chúng tiêu hao nhiều năng lượng nên cần cung cấp đầy đủ calo, nhưng cũng phải tránh để béo phì bằng cách cân đối lượng ăn với vận động. Tốt nhất, nên chia khẩu phần thành 2 – 3 bữa/ngày để hệ tiêu hóa hoạt động ổn định.  
  
Về sức khỏe, English Foxhound nhìn chung khỏe mạnh, ít bệnh di truyền nghiêm trọng. Tuy vậy, chúng có thể gặp một số vấn đề như loạn sản xương hông, đau khớp do vận động cường độ cao, hoặc viêm tai vì tai rủ xuống dễ ẩm. Cần vệ sinh tai hằng tuần, kiểm tra mắt định kỳ và giữ cân nặng ổn định để giảm áp lực lên khớp.  
  
Tính cách của English Foxhound thân thiện, hòa đồng và thường sống tốt trong đàn hoặc gia đình có nhiều thú cưng khác. Tuy nhiên, chúng độc lập và có bản năng săn mùi rất mạnh, đôi khi khiến việc huấn luyện gặp khó khăn. Để huấn luyện hiệu quả, cần kiên nhẫn, áp dụng phương pháp tích cực và cho chúng xã hội hóa sớm. English Foxhound không phù hợp với người mới nuôi chó lần đầu hoặc gia đình bận rộn, mà thích hợp hơn với những ai có nhiều thời gian, yêu thích vận động và có không gian sống rộng rãi.",20 – 35 triệu VNĐ,12 – 20 triệu VNĐ,1500 – 3000 USD,5,5,2,4,large,1.468980554930118
17,Dog,redbone,12 năm - 14 năm ,20 – 32 kg,53 – 69 cm,85 – 105 cm,"Redbone Coonhound là giống chó săn có nguồn gốc từ Mỹ, nổi bật với bộ lông đỏ đồng óng ả và vóc dáng cân đối. Chúng rất nhanh nhẹn, dẻo dai và có bản năng săn mùi mạnh mẽ, thường được dùng để săn thú nhỏ như gấu mèo, sóc và thậm chí cả thú lớn. Vì vậy, Redbone cần vận động thường xuyên, ít nhất 1 – 2 giờ/ngày với các hoạt động như đi bộ đường dài, chạy bộ hoặc tham gia trò chơi đánh hơi. Nếu bị giam trong nhà quá lâu, chúng dễ buồn chán và trở nên phá phách.  
  
Trong chế độ ăn, Redbone cần khẩu phần giàu protein để duy trì cơ bắp khỏe mạnh và cung cấp năng lượng. Thịt gà, bò, cá, trứng kết hợp cùng rau củ, ngũ cốc nguyên hạt sẽ giúp cân bằng dinh dưỡng. Do có nguy cơ béo phì nếu ăn nhiều mà không vận động đủ, bạn nên kiểm soát khẩu phần ăn, chia làm 2 – 3 bữa nhỏ trong ngày, đồng thời tránh cho ăn quá nhiều thức ăn chứa tinh bột hoặc chất béo xấu.  
  
Về sức khỏe, Redbone Coonhound nhìn chung khỏe mạnh nhưng có thể gặp một số vấn đề về xương khớp như loạn sản hông hoặc khớp, cùng với bệnh về tai do tai dài dễ bẩn. Chủ nuôi cần vệ sinh tai hằng tuần, kiểm tra mắt định kỳ và giữ cân nặng ổn định để giảm áp lực cho hệ xương khớp.  
  
Tính cách của Redbone Coonhound rất thân thiện, trung thành và hòa đồng với trẻ em cũng như các vật nuôi khác. Tuy nhiên, chúng độc lập và bướng bỉnh, nhất là khi đánh hơi thấy mùi lạ, nên huấn luyện cần kiên nhẫn và nhất quán, kết hợp phần thưởng để khuyến khích. Đây là giống chó phù hợp với những người yêu thích hoạt động ngoài trời, thích chạy bộ, leo núi và có không gian sống rộng rãi. Với ngoại hình đẹp và tính cách dễ gần, Redbone vừa là bạn đồng hành săn mồi, vừa là thú cưng tình cảm trong gia đình.",15 – 25 triệu VNĐ,8 – 15 triệu VNĐ,1200 – 2500 USD,5,5,2,5,large,1.348608207541293
18,Dog,borzoi,9 năm - 14 năm ,25 – 47 kg,68 – 85 cm,90 – 110 cm,"Borzoi là giống chó săn quý tộc nổi tiếng của Nga, có ngoại hình thanh thoát, dáng vẻ sang trọng và tính cách điềm tĩnh. Chúng cần một không gian rộng rãi để vận động, vì bản chất là chó săn tốc độ. Nếu nuôi ở thành phố, bạn cần cho Borzoi đi dạo dài hoặc chạy tự do ở khu vực an toàn ít nhất 1 – 2 giờ mỗi ngày để giải tỏa năng lượng.  
  
Bộ lông dài, mượt và dày của Borzoi cần được chải chuốt thường xuyên, ít nhất 2 – 3 lần/tuần để tránh rối và giữ vẻ ngoài óng ả. Ngoài ra, cần tắm rửa định kỳ bằng sữa tắm chuyên dụng cho chó lông dài. Về dinh dưỡng, Borzoi cần chế độ ăn giàu protein từ thịt nạc, cá, trứng và kết hợp rau củ quả để cân bằng. Không nên cho ăn quá nhiều tinh bột vì dễ gây béo phì.  
  
Giống chó này khá nhạy cảm và tình cảm, thường gắn bó sâu sắc với chủ nhưng lại độc lập với người lạ. Bạn nên dành thời gian huấn luyện và xã hội hóa từ sớm để tránh tính cách quá nhút nhát hoặc thờ ơ. Ngoài ra, Borzoi cũng dễ mắc một số bệnh di truyền như loạn sản xương hông, bệnh tim hoặc các vấn đề về tiêu hóa, vì vậy cần đưa đi khám thú y định kỳ.",30 – 60 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 5000 USD,4,5,4,3,large,1.6725739832992683
19,Dog,irish_wolfhound,6 năm - 10 năm ,40 – 69 kg,71 – 90 cm,105 – 125 cm,"Irish Wolfhound là giống chó săn cổ xưa nhất của Ireland, được mệnh danh là ""người khổng lồ hiền lành"". Dù kích thước rất lớn, tính cách của chúng lại điềm đạm, thân thiện và gắn bó với con người. Chúng rất hợp với môi trường gia đình, đặc biệt là những nơi có sân vườn rộng rãi. Vì bản năng săn mồi vẫn còn, bạn nên huấn luyện từ nhỏ và cho vận động ngoài trời thường xuyên để duy trì sức khỏe và kiểm soát hành vi.  
  
Về dinh dưỡng, Irish Wolfhound cần chế độ ăn nhiều protein và canxi để hỗ trợ xương khớp và cơ bắp, đặc biệt trong giai đoạn phát triển nhanh từ 6 – 18 tháng tuổi. Nên chia thành nhiều bữa nhỏ trong ngày thay vì cho ăn quá nhiều một lúc, vì giống chó này dễ bị xoắn dạ dày – một căn bệnh nguy hiểm ở chó lớn.  
  
Bộ lông của Irish Wolfhound thuộc loại lông cứng, thô, dài vừa phải nên việc chăm sóc không quá phức tạp. Bạn chỉ cần chải 1 – 2 lần/tuần để loại bỏ lông rụng và bụi bẩn. Tuy nhiên, cần chú ý đến sức khỏe vì giống chó này dễ mắc bệnh tim, loạn sản xương hông và ung thư xương. Khám thú y định kỳ và theo dõi cân nặng là điều rất quan trọng để kéo dài tuổi thọ của chúng.",50 – 80 triệu VNĐ,20 – 35 triệu VNĐ,2500 – 5500 USD (cá thể đạt chuẩn có thể lên tới 7500 USD),3,5,2,5,large,2.133691371863558
20,Dog,italian_greyhound,12 năm - 15 năm ,3 – 5 kg,32 – 38 cm,45 – 55 cm,"Italian Greyhound là phiên bản thu nhỏ của Greyhound, với vóc dáng mảnh khảnh, nhanh nhẹn và cực kỳ thanh lịch. Giống chó này nổi tiếng tình cảm, luôn quấn quýt bên chủ, thích ngồi trong lòng và rất dễ gắn bó. Tuy nhiên, chúng khá nhạy cảm với lạnh và dễ run rẩy, vì vậy cần giữ ấm vào mùa đông bằng quần áo hoặc chăn mềm.  
  
Về vận động, Italian Greyhound tuy nhỏ nhưng vẫn giữ bản năng săn mồi tốc độ, thích chạy và rượt đuổi. Bạn nên cho chúng đi dạo hàng ngày và có không gian an toàn để chạy nhảy tự do. Dù vậy, do xương mảnh mai, chúng dễ bị gãy xương nếu nhảy từ độ cao hoặc chơi đùa quá mạnh, nên cần giám sát cẩn thận.  
  
Lông của Italian Greyhound rất ngắn, mượt và dễ chăm sóc, chỉ cần lau chùi hoặc tắm định kỳ. Dinh dưỡng nên cân bằng, giàu protein từ thịt nạc, cá, trứng kết hợp rau củ, nhưng lưu ý không cho ăn quá nhiều tinh bột vì dễ gây béo phì. Ngoài ra, giống chó này dễ gặp vấn đề về răng miệng, nên tập thói quen chải răng thường xuyên và kiểm tra định kỳ.  
  
Italian Greyhound cũng khá nhạy cảm về tâm lý, dễ bị lo âu nếu ở một mình quá lâu. Đây là giống chó phù hợp với người nuôi có nhiều thời gian bên cạnh, thích nuôi chó như một ""người bạn đồng hành"" hơn là chỉ làm thú cảnh.",30 – 50 triệu VNĐ,15 – 25 triệu VNĐ,2000 – 4000 USD,4,3,1,2,small,0.5368843813703879
21,Dog,whippet,12 năm - 15 năm ,9 – 19 kg,44 – 56 cm,65 – 80 cm,"Whippet là giống chó săn tốc độ có thân hình thon gọn, dáng vẻ thanh lịch và tính cách hiền hòa. Chúng rất gắn bó với chủ, thích được nằm cuộn tròn trong chăn ấm hoặc ngồi cạnh người thân, nhưng cũng cực kỳ nhanh nhẹn khi được thả ra chạy. Vì bản năng săn mồi vẫn mạnh, Whippet thích đuổi theo các vật thể chuyển động nhanh, vì vậy bạn nên dắt chúng bằng dây khi đi dạo ở nơi công cộng và chỉ cho chạy tự do ở khu vực an toàn, có rào chắn.  
  
Whippet có bộ lông ngắn, mịn như nhung và rất dễ chăm sóc. Chúng ít rụng lông và hầu như không có mùi, chỉ cần lau chùi hoặc tắm rửa khi cần thiết. Tuy nhiên, do lông ngắn và da mỏng, chúng dễ bị lạnh, nên vào mùa đông cần mặc áo giữ ấm.  
  
Về dinh dưỡng, Whippet cần chế độ ăn giàu protein để duy trì cơ bắp, kết hợp với rau củ quả để bổ sung vitamin và chất xơ. Do khá nhạy cảm về tiêu hóa, bạn nên cho ăn thức ăn chất lượng, hạn chế đồ ăn nhiều dầu mỡ hay gia vị.  
  
Whippet là giống chó ít sủa, sống tình cảm, hiền lành, phù hợp với cả gia đình có trẻ nhỏ hoặc người lớn tuổi. Chúng ít khi hung dữ, thích được vuốt ve và sống gần gũi bên con người. Tuy nhiên, giống chó này không thích bị bỏ lại một mình quá lâu, dễ buồn bã hoặc lo âu nếu thiếu sự quan tâm.",40 – 60 triệu VNĐ,18 – 30 triệu VNĐ,2000 – 4500 USD,4,3,1,5,medium,0.9362024739875786
22,Dog,ibizan_hound,11 năm - 14 năm ,20 – 29 kg,56 – 74 cm,80 – 95 cm,"Ibizan Hound là giống chó săn cổ xưa có nguồn gốc từ quần đảo Balearic (Tây Ban Nha), nổi bật với đôi tai dựng lớn và dáng người mảnh mai thanh thoát. Chúng thông minh, nhanh nhẹn và có bản năng săn mồi mạnh, đặc biệt thích rượt đuổi. Vì vậy, bạn cần cho chúng nhiều thời gian vận động ngoài trời, bao gồm đi bộ dài, chạy hoặc chơi các trò rượt bắt trong không gian rộng có rào chắn.  
  
Giống chó này rất tình cảm, gắn bó với gia đình và hiền lành với trẻ nhỏ, nhưng đôi khi có thể hơi dè dặt với người lạ. Việc xã hội hóa sớm là cần thiết để giúp chúng tự tin và thân thiện hơn.  
  
Bộ lông của Ibizan Hound có hai loại: lông ngắn mượt và lông thô (wire-haired). Dù loại nào thì việc chăm sóc cũng khá đơn giản, chỉ cần chải vài lần/tuần và tắm khi cần. Lông ngắn ít rụng, còn lông thô thì giữ bụi bẩn tốt nên cần chải kỹ hơn. Do cơ thể mảnh mai và da mỏng, chúng nhạy cảm với lạnh, vì thế cần giữ ấm khi trời lạnh.  
  
Về dinh dưỡng, Ibizan Hound cần chế độ ăn giàu protein từ thịt nạc, cá, trứng kết hợp rau củ để bổ sung vitamin. Bạn nên chia nhỏ bữa ăn thay vì cho ăn nhiều một lần, nhằm giảm nguy cơ xoắn dạ dày – một vấn đề thường gặp ở các giống chó săn bụng sâu.  
  
Ngoài ra, Ibizan Hound là giống chó khá khỏe mạnh, ít bệnh di truyền, nhưng vẫn cần theo dõi các bệnh liên quan đến xương khớp và mắt. Khám thú y định kỳ và duy trì cân nặng hợp lý là cách để chúng sống khỏe mạnh và lâu dài.",40 – 70 triệu VNĐ,18 – 30 triệu VNĐ,2000 – 5000 USD,5,5,2,4,large,1.311723039010001
23,Dog,norwegian_elkhound,12 năm - 15 năm ,20 – 25 kg,48 – 52 cm,65 – 75 cm,"Norwegian Elkhound là giống chó săn lâu đời của Bắc Âu, được sử dụng để săn nai sừng tấm, gấu và các loài thú lớn khác. Chúng nổi bật với thân hình chắc khỏe, bộ lông kép dày chống chịu thời tiết giá lạnh, và tính cách dũng cảm nhưng cũng rất tình cảm với gia đình.  
  
Để nuôi giống chó này khỏe mạnh, bạn cần cung cấp cho chúng môi trường rộng rãi, thoáng mát và nhiều hoạt động ngoài trời. Chúng thích chạy, đi bộ đường dài và tham gia các hoạt động thể chất, nên không phù hợp với lối sống trong căn hộ chật hẹp ít vận động. Nếu bị giam hãm quá lâu, Elkhound dễ trở nên buồn chán và phá phách.  
  
Bộ lông kép của chúng cần được chải 2 – 3 lần/tuần, đặc biệt trong mùa rụng lông (xuân và thu) thì cần chải gần như mỗi ngày để loại bỏ lông chết và giữ cho da khỏe mạnh. Vì khả năng tự làm sạch tốt, chúng không cần tắm quá thường xuyên, chỉ nên tắm khi thực sự cần.  
  
Về dinh dưỡng, Norwegian Elkhound cần chế độ ăn giàu protein và chất béo lành mạnh để duy trì năng lượng cao. Bạn có thể cho ăn kết hợp thịt nạc, cá, rau củ và thức ăn hạt chất lượng. Lưu ý kiểm soát khẩu phần ăn vì chúng có xu hướng dễ tăng cân nếu vận động không đủ.  
  
Giống chó này khá độc lập và bướng bỉnh, nên việc huấn luyện cần kiên nhẫn và sử dụng phương pháp tích cực. Xã hội hóa sớm giúp chúng thân thiện hơn với người lạ và các vật nuôi khác. Ngoài ra, Norwegian Elkhound có thể gặp một số bệnh di truyền như loạn sản xương hông, bệnh mắt và các vấn đề về tuyến giáp, vì vậy cần kiểm tra sức khỏe định kỳ.",35 – 55 triệu VNĐ,15 – 25 triệu VNĐ,1500 – 3500 USD,5,5,4,4,medium,1.0936226680107477
